OBJECTID,ZIP Code,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_1,ZIPX,c_places,Cases_1,LabelY,Shape__Area,Shape__Length
454,32948,825,31,Indian River,Indian River-32948,Fellsmere,Fellsmere,480,Indian River-32948,Fellsmere,871,871,0.0220066878632679,0.715675615138414
455,32949,826,5,Brevard,Brevard-32949,Grant,"Malabar, Grant-Valkaria, Micco",70,Brevard-32949,Grant-valkaria,133,133,0.00393789236863995,0.373415710766482
456,32950,827,5,Brevard,Brevard-32950,Malabar,"Palm Bay, Malabar, Grant-Valkaria",71,Brevard-32950,"Grant Valkaria, Malabar, Valkaria",270,270,0.00476838762506304,0.32654282146365
457,32951,828,5,Brevard,Brevard-32951,Melbourne Beach,"Indialantic, Melbourne Beach, Micco",72,Brevard-32951,"Melbourne, Melbourne Beach",422,422,0.0023347468902557,0.85271177282325
458,32952,829,5,Brevard,Brevard-32952,Merritt Island,"Satellite Beach, Merritt Island",73,Brevard-32952,"Merritt Island, Orlando",984,984,0.00316900594725666,1.33638358200605
459,32953,830,5,Brevard,Brevard-32953,Merritt Island,"Titusville, Merritt Island",74,Brevard-32953,"Merritt Island, Orlando",1316,1316,0.00867495749616864,0.584004233170978
460,32955,831,5,Brevard,Brevard-32955,Rockledge,"Rockledge, Cocoa, Cocoa West, Viera East, Viera West",75,Brevard-32955,"Cocoa, Melbourne, Rockledge, Viera",1921,1921,0.0154343672945743,0.691482933135285
461,32958,834,31,Indian River,Indian River-32958,Sebastian,"Sebastian, Fellsmere, Roseland, Wabasso",481,Indian River-32958,Sebastian,1496,1496,0.00528705289457321,0.563412478452273
462,32960,835,31,Indian River,Indian River-32960,Vero Beach,"Vero Beach, Gifford, Vero Beach South",482,Indian River-32960,Vero Beach,2197,2197,0.00275644116504736,0.224943787620183
463,32962,836,31,Indian River,Indian River-32962,Vero Beach,"Florida Ridge, Vero Beach South",483,Indian River-32962,Vero Beach,1556,1556,0.00294185414190906,0.282159820612225
464,32963,838,31,Indian River,Indian River-32963,Vero Beach,"Orchid, Vero Beach, Indian River Shores, Florida Ridge, South Beach, Wabasso Beach, Windsor",484,Indian River-32963,"Indian River Shores, Orchid, Vero Beach, Winter Park",702,702,0.00438953331604353,1.84435911929486
465,32963,839,56,St. Lucie,St. Lucie-32963,Vero Beach,South Beach,1019,St. Lucie-32963,Fort Pierce,<5,-2,1.22156975521648E-05,0.0390200839776348
466,32966,840,31,Indian River,Indian River-32966,Vero Beach,"Vero Beach, Fellsmere, Gifford, Vero Beach South, West Vero Corridor, Yeehaw Junction",485,Indian River-32966,"Citrus Ridge, Vero Beach",1075,1075,0.0368957717555531,1.65011292596488
467,32967,844,31,Indian River,Indian River-32967,Vero Beach,"Sebastian, Vero Beach, Fellsmere, Gifford, Wabasso, Winter Beach",486,Indian River-32967,"Orlando, Vero Beach",1787,1787,0.0119328947630493,0.661856055480733
468,32968,845,31,Indian River,Indian River-32968,Vero Beach,"Florida Ridge, Vero Beach South",487,Indian River-32968,"Citrus Ridge, Vero Beach",827,827,0.0114637265480724,0.73084945619041
469,32976,847,5,Brevard,Brevard-32976,Sebastian,"Grant-Valkaria, Micco, Roseland",76,Brevard-32976,"Barefoot Bay, Micco, Sebastian",414,414,0.00634131242190961,0.446426763087228
470,33004,849,6,Broward,Broward-33004,Dania,"Hollywood, Dania Beach",78,Broward-33004,"Dania, Dania Beach, Fort Lauderdale",1343,1343,0.0016546506526538,0.261400469853934
471,33009,850,6,Broward,Broward-33009,Hallandale,"Aventura, Pembroke Park, West Park, Hallandale Beach, Hollywood",79,Broward-33009,"Hallandale, Hallandale Beach, Hallandle Beach, Orlando, Pembroke Park",3894,3894,0.0012999287553157,0.194705246670548
472,33010,852,13,Dade,Dade-33010,Hialeah,"Hialeah, Medley, Miami Springs",211,Dade-33010,"Hialeah, Hialeah Gardens, Miami, Miami Gardens",7615,7615,0.000970892218219888,0.167306440024153
473,33012,853,13,Dade,Dade-33012,Hialeah,"Hialeah, Hialeah Gardens",212,Dade-33012,Hialeah,12139,12139,0.00140418294176925,0.149989806873047
474,33013,854,13,Dade,Dade-33013,Hialeah,"Hialeah, Opa-locka, West Little River, Westview",213,Dade-33013,"Hialeah, Orlando",5813,5813,0.000894572352763134,0.150141541600716
475,33014,855,13,Dade,Dade-33014,Hialeah,"Miami Lakes, Miami Gardens, Hialeah, Opa-locka, Country Club",214,Dade-33014,"Hialeah, Hialeah Lakes, Miami Gardens, Miami Lakes",6328,6328,0.00154198470818301,0.186235300850824
476,33015,857,13,Dade,Dade-33015,Hialeah,"Miami Lakes, Miramar, Country Club, Palm Springs North",215,Dade-33015,"Hialeah, Hialeah Lakes, Miami Beach, Miami Gardens, Miami Lakes, Palm Springs North",10027,10027,0.00150519953126604,0.177630009310607
477,33016,858,13,Dade,Dade-33016,Hialeah,"Miami Lakes, Hialeah, Hialeah Gardens, Country Club",216,Dade-33016,"Hialeah, Hialeah Gardens, Miami Lakes",8481,8481,0.00115741788863488,0.205503932047626
478,33018,860,13,Dade,Dade-33018,Hialeah,"Miami Lakes, Hialeah, Hialeah Gardens",217,Dade-33018,"Hialeah, Hialeah Gardens, Miami, Miami Lakes, Orlando",9603,9603,0.0064179745711499,0.456254787782945
479,33019,861,6,Broward,Broward-33019,Hollywood,"Hallandale Beach, Hollywood, Dania Beach",80,Broward-33019,Hollywood,1295,1295,0.00109171775284267,0.192310879086967
480,33020,862,6,Broward,Broward-33020,Hollywood,"Pembroke Park, Hallandale Beach, Hollywood, Dania Beach",81,Broward-33020,Hollywood,4235,4235,0.00146972604761686,0.190141349215628
481,33021,863,6,Broward,Broward-33021,Hollywood,"Pembroke Park, West Park, Hollywood, Dania Beach",82,Broward-33021,"Hollywood, Miami Gardens, Pembroke Park, Weston",5070,5070,0.00201957984154433,0.205515843241617
482,33023,864,6,Broward,Broward-33023,Hollywood,"Miramar, Pembroke Park, West Park, Hollywood, Pembroke Pines",83,Broward-33023,"Hollywood, Miramar, Pembroke Park, Pembroke Pines, West Hollywood, West Park",7342,7342,0.00228779997974016,0.239251651342001
483,33024,866,6,Broward,Broward-33024,Hollywood,"Cooper City, Hollywood, Davie, Pembroke Pines",84,Broward-33024,"Cooper City, Edgewood, Hollywood, Miramar, Orlando, Pembroke Pines",8362,8362,0.00257721818229584,0.227168549006966
484,33025,867,6,Broward,Broward-33025,Hollywood,"Miami Gardens, Miramar, Pembroke Pines, Country Club",85,Broward-33025,"Apopka, Hollywood, Miramar, Pembroke Pines",8196,8196,0.00258699669075213,0.230675329730897
485,33026,869,6,Broward,Broward-33026,Hollywood,"Cooper City, Davie, Southwest Ranches, Pembroke Pines",86,Broward-33026,"Cooper City, Hollywood, Pembroke Lakes, Pembroke Pines",2706,2706,0.00116282433418746,0.137470657014973
486,33027,870,6,Broward,Broward-33027,Hollywood,"Miramar, Pembroke Pines, Country Club",87,Broward-33027,"Hollywood, Miramar, Orlando, Pembroke Pines",6280,6280,0.00327184514367218,0.231712171720915
487,33028,872,6,Broward,Broward-33028,Pembroke Pines,"Davie, Southwest Ranches, Pembroke Pines",88,Broward-33028,"Hollywood, Orlando, Pembroke Pines",3569,3569,0.00138351127156966,0.17486624451621
488,33029,873,6,Broward,Broward-33029,Hollywood,"Miramar, Southwest Ranches, Pembroke Pines",89,Broward-33029,"Hollywood, Miramar, Orlando, Pembroke Pines",4741,4741,0.00465612273842453,0.313703798947397
489,33030,875,13,Dade,Dade-33030,Homestead,"Homestead, Florida City, Leisure City",218,Dade-33030,"Everglades National Park, Homestead, Leisure City, Miami, Orlando",5106,5106,0.00540768488508547,0.434600050024962
490,33031,876,13,Dade,Dade-33031,Homestead,Homestead,219,Dade-33031,"Homestead, Redland",701,701,0.00645052257777934,0.477444243125922
491,33032,877,13,Dade,Dade-33032,Homestead,"Goulds, Homestead Base, Leisure City, Naranja, Princeton",220,Dade-33032,"Hialeah, Homestead, Miami, Naranja, Princeton",7404,7404,0.00548630898333613,0.417045358011165
492,33033,878,13,Dade,Dade-33033,Homestead,"Homestead, Islandia, Homestead Base, Leisure City, Naranja",221,Dade-33033,"Homestead, Leisure City, Naranja",8228,8228,0.00417133492919675,0.462143022122322
493,33034,879,13,Dade,Dade-33034,Homestead,"Homestead, Florida City",222,Dade-33034,"Florida City, Homestead",2709,2709,0.0501687418588972,1.27607187249595
494,33034,880,44,Monroe,Monroe-33034,Flamingo,Flamingo,673,Monroe-33034,,0,0,0.00651121393889298,3.00274817312146
495,33035,881,13,Dade,Dade-33035,Homestead,"Homestead, Florida City",223,Dade-33035,Homestead,1731,1731,0.022673662084344,2.68865288292229
496,33036,883,44,Monroe,Monroe-33036,Islamorada,"Islamorada, Village of Islands",674,Monroe-33036,Islamorada,181,181,0.00153532968965919,0.977776773892669
497,33037,885,44,Monroe,Monroe-33037,Key Largo,"Islandia, Key Largo, North Key Largo, Tavernier",675,Monroe-33037,"Cross Key, Key Largo, Ocean Reef Club, Upper Key Largo",842,842,0.00855890431148509,2.27856960863857
498,33039,886,13,Dade,Dade-33039,Homestead,Homestead Base,224,Dade-33039,Homestead,10,10,0.000786332738925921,0.180416374761294
499,33040,887,44,Monroe,Monroe-33040,Key West,"Key West, Big Coppitt Key, Stock Island",676,Monroe-33040,"East Rockland Key, Key West, Stock Island, University Of Central Florida",2805,2805,0.00687185681476876,4.42686642894423
500,33042,888,44,Monroe,Monroe-33042,Summerland Key,Cudjoe Key,677,Monroe-33042,"Big Torch Key, Cudjoe Key, Little Torch Key, Ramrod Key, Sugarloaf, Sugarloaf Key, Summerland Key",262,262,0.00666809588256001,3.92572160972474
501,33043,889,44,Monroe,Monroe-33043,Big Pine Key,Big Pine Key,678,Monroe-33043,Big Pine Key,115,115,0.00455487435533541,2.13537561367275
502,33050,890,44,Monroe,Monroe-33050,Marathon,"Marathon, Key Colony Beach, Duck Key",679,Monroe-33050,"Conch Key, Duck Key, Marathon",639,639,0.00271608176296922,1.7579306490801
503,33054,892,13,Dade,Dade-33054,Opa Locka,"Miami Lakes, Miami Gardens, Hialeah, Opa-locka, Golden Glades, Westview",225,Dade-33054,"Miami Gardens, Opa Locka",3938,3938,0.00224462987716834,0.234092562965891
504,33055,894,13,Dade,Dade-33055,Opa Locka,"Miami Lakes, Miami Gardens, Miramar, Country Club",226,Dade-33055,"Carol City, Miami Gardens, Opa Locka",6656,6656,0.00148213924990159,0.16186888263489
505,33056,896,13,Dade,Dade-33056,Miami Gardens,"Miami Gardens, Miramar",227,Dade-33056,"Carol City, Miami, Miami Gardens, Opa Locka",4596,4596,0.00147219921382202,0.158122439782894
506,33060,897,6,Broward,Broward-33060,Pompano Beach,"Pompano Beach, Fort Lauderdale, Oakland Park",90,Broward-33060,Pompano Beach,3420,3420,0.00170826964404114,0.179559163325915
507,33062,898,6,Broward,Broward-33062,Pompano Beach,"Deerfield Beach, Pompano Beach, Lauderdale-by-the-Sea, Lighthouse Point, Hillsboro Beach, Fort Lauderdale",91,Broward-33062,"Hillsboro Beach, Laud-by-the-sea, Lauderdale By The Sea, Pompano Beach",1546,1546,0.000951430232817074,0.268989649270207
508,33063,899,6,Broward,Broward-33063,Pompano Beach,"Coconut Creek, Coral Springs, North Lauderdale, Margate",92,Broward-33063,"Coconut Creek, Margate, Orlando, Pompano Beach",4919,4919,0.00214074867244562,0.228616159101339
509,33064,900,6,Broward,Broward-33064,Pompano Beach,"Deerfield Beach, Pompano Beach, Lighthouse Point, Hillsboro Beach",93,Broward-33064,"Deerfield Beach, Lighthouse Point, Pompano Beach, Winter Garden",6284,6284,0.00249614506128637,0.247207857710575
510,33065,901,6,Broward,Broward-33065,Coral Springs,"Coral Springs, Parkland",94,Broward-33065,"Coral Springs, Margate, Pompano Beach",5480,5480,0.00202680325492111,0.223324496518277
511,33066,902,6,Broward,Broward-33066,Pompano Beach,Coconut Creek,95,Broward-33066,"Coconut Creek, Lauderdale Lakes, Pompano Beach",1364,1364,0.000744368745017709,0.127681764526236
512,33067,903,6,Broward,Broward-33067,Pompano Beach,"Coconut Creek, Coral Springs, Parkland, Watergate",96,Broward-33067,"Coral Springs, Parkland, Pompano Beach",2320,2320,0.00254574618884362,0.231646121871864
513,33068,905,6,Broward,Broward-33068,Pompano Beach,"Coral Springs, North Lauderdale, Tamarac, Margate, Fort Lauderdale",97,Broward-33068,"Margate, North Lauderdale, Pompano Beach",5017,5017,0.00140905378088974,0.171814528199643
514,33069,906,6,Broward,Broward-33069,Pompano Beach,"Coconut Creek, Deerfield Beach, North Lauderdale, Pompano Beach, Fort Lauderdale, Oakland Park",98,Broward-33069,Pompano Beach,2753,2753,0.00224689680590018,0.245361192008674
515,33070,907,44,Monroe,Monroe-33070,Tavernier,"Islamorada, Village of Islands, Key Largo, Tavernier",680,Monroe-33070,"Plantation Key, Tavernier",402,402,0.00105941151105071,0.344046844635609
516,33071,908,6,Broward,Broward-33071,Coral Springs,"Coral Springs, Tamarac, Margate",99,Broward-33071,"Apopka, Coral Springs, Margate, Orlando, Pompano Beach, University Of Central Florida",3424,3424,0.00186892137662653,0.19111476011161
517,33073,909,6,Broward,Broward-33073,Pompano Beach,"Coconut Creek, Coral Springs, Deerfield Beach, Parkland, Pompano Beach, Hillsboro Pines, Watergate",100,Broward-33073,"Coconut Creek, Coral Springs, Margate, Orlando, Parkland, Pompano Beach",3603,3603,0.00203300092130121,0.218033846819137
518,33076,911,6,Broward,Broward-33076,Pompano Beach,"Pompano Beach, Coral Springs, Parkland",101,Broward-33076,"Coral Springs, Parkland, Pompano Beach",3016,3016,0.00285931031544351,0.221243831470489
519,33109,913,13,Dade,Dade-33109,Miami Beach,"Miami, Miami Beach, Fisher Island",228,Dade-33109,"Fisher Island, Miami, Miami Beach",96,96,7.32652276838053E-05,0.0525019979383301
520,33122,914,13,Dade,Dade-33122,Miami,Doral,229,Dade-33122,"Air Mail Facility, Doral, Miami",489,489,0.00128287141978944,0.316062776493813
521,33125,915,13,Dade,Dade-33125,Miami,"Miami, Coral Gables",230,Dade-33125,Miami,10788,10788,0.000955158134274825,0.144737387809542
522,33126,916,13,Dade,Dade-33126,Miami,"Doral, Miami, Fountainebleau",231,Dade-33126,"Doral, Miami",8274,8274,0.00142922351005836,0.335900771320947
523,33127,917,13,Dade,Dade-33127,Miami,Miami,232,Dade-33127,Miami,3325,3325,0.00075378197993814,0.114982957280981
524,33128,918,13,Dade,Dade-33128,Miami,Miami,233,Dade-33128,Miami,3667,3667,0.00010776735575746,0.0562086715722401
525,33129,919,13,Dade,Dade-33129,Miami,Miami,234,Dade-33129,Miami,1723,1723,0.000303954313267241,0.122239209199169
526,33130,920,13,Dade,Dade-33130,Miami,Miami,235,Dade-33130,"Miami, North Miami",5502,5502,0.000246982693397513,0.0697400265661099
527,33131,921,13,Dade,Dade-33131,Miami,Miami,236,Dade-33131,Miami,3248,3248,0.000107291614540372,0.0687875923707577
528,33132,922,13,Dade,Dade-33132,Miami,Miami,237,Dade-33132,"Miami, Seybold",2934,2934,0.000413428642104918,0.214660856789687
529,33133,923,13,Dade,Dade-33133,Miami,"Miami, Coral Gables",238,Dade-33133,"Coconut Grove, Coral Gables, Miami, Pass",4088,4088,0.000987046147201909,0.297361078871353
530,33134,924,13,Dade,Dade-33134,Miami,"West Miami, Miami, Coral Gables, Coral Terrace",239,Dade-33134,"Coconut Grove, Coral Gables, Miami",4506,4506,0.00120616788581174,0.138842717906439
531,33135,925,13,Dade,Dade-33135,Miami,"Miami, Coral Gables",240,Dade-33135,Miami,5219,5219,0.000499547274102952,0.113382078860549
532,33136,926,13,Dade,Dade-33136,Miami,Miami,241,Dade-33136,Miami,4258,4258,0.000337332475965013,0.0799985235462436
533,33137,927,13,Dade,Dade-33137,Miami,Miami,242,Dade-33137,Miami,3795,3795,0.000503235954738557,0.176335563339724
534,33138,928,13,Dade,Dade-33138,Miami,"Miami, Biscayne Park, El Portal, Miami Shores, West Little River",243,Dade-33138,"El Portal, Miami, Miami Shores",2528,2528,0.00102012635625215,0.230720378586878
535,33139,929,13,Dade,Dade-33139,Miami Beach,"Miami, Miami Beach",244,Dade-33139,"Fisher Island, Miami, Miami Beach, North Miami Beach, Venetian Islands",5514,5514,0.000634351903727293,0.36721437257776
536,33140,930,13,Dade,Dade-33140,Miami Beach,Miami Beach,245,Dade-33140,"Miami, Miami Beach",3326,3326,0.000761299898158541,0.357714423501677
537,33141,931,13,Dade,Dade-33141,Miami Beach,"Surfside, Miami Beach",246,Dade-33141,"Miami, Miami Beach, North Bay Village",4092,4092,0.000543443455626402,0.336365156074821
538,33142,932,13,Dade,Dade-33142,Miami,"Miami, Hialeah, Miami Springs, Brownsville, Gladeview",247,Dade-33142,Miami,8545,8545,0.00167448936417713,0.177857605780352
539,33143,933,13,Dade,Dade-33143,Miami,"Coral Gables, Pinecrest, South Miami, Glenvar Heights, Kendall, Olympia Heights, Sunset",248,Dade-33143,"Coral Gables, Miami, Miami Gardens, Orlando, South Miami",5179,5179,0.00191835628038461,0.275163757959235
540,33144,934,13,Dade,Dade-33144,Miami,"West Miami, Miami, Coral Gables, Coral Terrace, Fountainebleau, Westchester",249,Dade-33144,"Coral Gables, Miami, Orlando, Sweetwater, University Of Central Fl, West Miami",4435,4435,0.0007123021755433,0.128061780556067
541,33145,935,13,Dade,Dade-33145,Miami,"Miami, Coral Gables",250,Dade-33145,"Coral, Coral Gables, Miami",3948,3948,0.000592238524859567,0.127492585449818
542,33146,936,13,Dade,Dade-33146,Miami,"Miami, Coral Gables, South Miami",251,Dade-33146,"Coconut Grove, Coral Gables, Miami, South Miami, University Of Miami",2576,2576,0.000760828798775037,0.121796972191466
543,33147,937,13,Dade,Dade-33147,Miami,"Miami, Hialeah, Brownsville, Gladeview, Pinewood, West Little River, Westview",252,Dade-33147,"Doral, Miami",6413,6413,0.00169694962073663,0.214098732381807
544,33149,938,13,Dade,Dade-33149,Key Biscayne,"Miami, Key Biscayne",253,Dade-33149,"Key Biscayne, Miami, Orlando",2070,2070,0.00118580300295434,0.456772429833545
545,33150,939,13,Dade,Dade-33150,Miami,"Miami, El Portal, Miami Shores, Gladeview, Pinewood, West Little River",254,Dade-33150,"El Portal, Miami, Miami Shores",2871,2871,0.000832073232686525,0.13756199985708
546,33154,940,13,Dade,Dade-33154,Miami Beach,"Surfside, Bal Harbour, Miami Beach, North Miami",255,Dade-33154,"Bal Harbour, Bay Harbor Islands, Indian Creek Village, Miami, Miami Beach, Miami Gardens, Orlando, Surfside",1689,1689,0.000494334903351046,0.233905549655196
547,33155,941,13,Dade,Dade-33155,Miami,"West Miami, Coral Gables, South Miami, Coral Terrace, Glenvar Heights, Olympia Heights, Westchester",256,Dade-33155,"Miami, Pinecrest, West Miami",6976,6976,0.00183974850779123,0.174749892858504
548,33156,942,13,Dade,Dade-33156,Miami,"Coral Gables, Pinecrest, South Miami, Palmetto Bay, Glenvar Heights, Kendall",257,Dade-33156,"Coral Gables, Cutler Ridge, Kendall, Miami, Pinecrest",4252,4252,0.00331925083219176,0.587865042566188
549,33157,943,13,Dade,Dade-33157,Miami,"Cutler Bay, Palmetto Bay, Kendall, Palmetto Estates, Richmond Heights, South Miami Heights, West Perrine",258,Dade-33157,"Cutler Bay, Cutler Ridge, Miami, Palmetto Bay, Perrine, Pinecrest, South Miami Heights, Village Of Palmetto Bay",9008,9008,0.00352593562956827,0.329033574537948
550,33158,944,13,Dade,Dade-33158,Miami,"Coral Gables, Pinecrest, Palmetto Bay, Kendall",259,Dade-33158,"Coral Gables, Miami, Palmetto Bay, Village Of Palmetto Bay",575,575,0.000698259594628325,0.201091885842525
551,33160,946,13,Dade,Dade-33160,North Miami Beach,"North Miami Beach, Sunny Isles Beach, Aventura, North Miami, Golden Beach, Hallandale Beach, Ojus",260,Dade-33160,"Aventura, Cleveland, Golden Beach, Miami, Miami Gardens, North Miami Beach, Sunny Isles Beach",4796,4796,0.00134231476340574,0.344393009483151
552,33161,947,13,Dade,Dade-33161,Miami,"North Miami Beach, Biscayne Park, North Miami, Miami Shores, Golden Glades",261,Dade-33161,"Aventura, Barry University, Biscayne Park, Miami, Miami Shores, North Miami, Orlando",4935,4935,0.00130736992286984,0.167304585246873
553,33162,948,13,Dade,Dade-33162,Miami,"North Miami Beach, North Miami, Golden Glades, Ojus",262,Dade-33162,"Miami, Miami Beach, North Miami Beach, Uleta",4611,4611,0.00128933910787055,0.18272959858502
554,33165,949,13,Dade,Dade-33165,Miami,"Olympia Heights, Sunset, University Park, Westchester, Westwood Lakes",263,Dade-33165,"Miami, Westchester",9880,9880,0.00184572384955572,0.178718456086601
555,33166,950,13,Dade,Dade-33166,Miami,"Doral, Hialeah, Hialeah Gardens, Medley, Virginia Gardens, Miami Springs",264,Dade-33166,"Doral, Medley, Miami, Miami Springs, Virginia Gardens",4612,4612,0.00229213786246874,0.285796420471177
556,33167,951,13,Dade,Dade-33167,Miami,"Hialeah, North Miami, Opa-locka, Golden Glades, Pinewood, West Little River, Westview",265,Dade-33167,"Miami, North Miami, Orlando",2157,2157,0.00114236720537519,0.225846500938325
557,33168,952,13,Dade,Dade-33168,Miami,"North Miami, Miami Shores, Golden Glades, Pinewood",266,Dade-33168,"Miami, Miami Shores, North Miami",2547,2547,0.000815633709180474,0.124217397913629
558,33169,954,13,Dade,Dade-33169,Miami,"North Miami Beach, Miami Gardens, Miramar, West Park, Golden Glades",267,Dade-33169,"Miami, Miami Gardens, North Miami Beach, Opa Locka, Orlando",4357,4357,0.00164173084272079,0.191045929658437
559,33170,955,13,Dade,Dade-33170,Miami,"Cutler Bay, Goulds, Princeton",268,Dade-33170,"Cutler Ridge, Goulds, Homestead, Miami, Orlando, Quail Heights",2145,2145,0.00348484995265608,0.558356665228591
560,33172,956,13,Dade,Dade-33172,Miami,"Sweetwater, Doral, Fountainebleau, Tamiami",269,Dade-33172,"Doral, Miami, Orlando, Sweetwater, West Miami",7676,7676,0.0018343222434396,0.222359469336085
561,33173,957,13,Dade,Dade-33173,Miami,"Glenvar Heights, Kendall, Olympia Heights, Sunset, Westwood Lakes",270,Dade-33173,Miami,4452,4452,0.00136247737987105,0.168551274654459
562,33174,958,13,Dade,Dade-33174,Miami,"Sweetwater, Fountainebleau, Tamiami, University Park, Westchester",271,Dade-33174,"Miami, South Miami, Sweetwater, West Miami",5369,5369,0.000658759957559596,0.136391134753991
563,33175,959,13,Dade,Dade-33175,Miami,"Kendale Lakes, Kendall West, Tamiami, University Park, Westwood Lakes",272,Dade-33175,Miami,9192,9192,0.00185708583126143,0.224540270208753
564,33176,960,13,Dade,Dade-33176,Miami,"Palmetto Bay, Kendall, Palmetto Estates, Richmond Heights, Three Lakes",273,Dade-33176,"Miami, Palmetto Bay, Richmond Heights",6603,6603,0.00286972912476813,0.227856588825096
565,33177,961,13,Dade,Dade-33177,Miami,"Country Walk, Goulds, Palmetto Estates, Richmond Heights, Richmond West, South Miami Heights, Three Lakes, West Perrine",274,Dade-33177,"Homestead, Miami, Orlando, Quail Heights",8941,8941,0.00297104876017329,0.237347655699712
566,33178,962,13,Dade,Dade-33178,Miami,"Doral, Hialeah Gardens, Medley",275,Dade-33178,"Doral, Medley, Miami, Miami Lakes, Opa Locka, Orlando",13691,13691,0.0156412523604104,0.700020140495705
567,33179,964,13,Dade,Dade-33179,Miami,"North Miami Beach, Miami Gardens, Pembroke Park, West Park, Hallandale Beach, Ives Estates, Ojus",276,Dade-33179,"Miami, Miami Gardens, North Miami Beach",5064,5064,0.00132568827257273,0.193160316561839
568,33180,966,13,Dade,Dade-33180,Miami,"North Miami Beach, Sunny Isles Beach, Aventura, Coral Gables, Hallandale Beach, Coral Terrace, Ojus",277,Dade-33180,"Aventura, Miami, North Miami Beach",4009,4009,0.000860060111563143,0.166785454208618
569,33181,967,13,Dade,Dade-33181,Miami,"North Miami Beach, North Miami, Golden Glades",278,Dade-33181,"Biscayne Park, Miami, North Miami, North Miami Beach",2016,2016,0.000738810000484591,0.212065008786158
570,33182,968,13,Dade,Dade-33182,Miami,"Doral, Tamiami",279,Dade-33182,"Doral, Miami, Sweetwater, West Miami",2324,2324,0.00223316780761706,0.26857770597258
571,33183,969,13,Dade,Dade-33183,Miami,"Kendale Lakes, Kendall, Kendall West, Sunset, The Crossings, Westwood Lakes",280,Dade-33183,"Kendall, Miami",5541,5541,0.00139799941371166,0.156604501774909
572,33184,970,13,Dade,Dade-33184,Miami,"Tamiami, University Park",281,Dade-33184,Miami,3422,3422,0.000619846163317561,0.179883497394531
573,33185,971,13,Dade,Dade-33185,Miami,"Kendale Lakes, Kendall West",282,Dade-33185,"Miami, Olympia Heights",4596,4596,0.00276246226894727,0.384700617908453
574,33186,972,13,Dade,Dade-33186,Miami,"Country Walk, Kendale Lakes, Kendall, Kendall West, Richmond Heights, Richmond West, The Crossings, The Hammocks, Three Lakes",283,Dade-33186,"Crossings, Miami, Miamii, Orlando",9183,9183,0.00291657190200567,0.299851707607732
575,33187,973,13,Dade,Dade-33187,Miami,"Country Walk, Richmond West",284,Dade-33187,"Miami, North Miami",2864,2864,0.00937579883202488,0.553250589950052
576,33189,974,13,Dade,Dade-33189,Miami,"Cutler Bay, Goulds, South Miami Heights",285,Dade-33189,"Cutler Bay, Cutler Ridge, Miami, Quail Heights",3197,3197,0.00140721335969829,0.232686862488129
