OBJECTID,ZIP Code,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_1,ZIPX,c_places,Cases_1,LabelY,Shape__Area,Shape__Length
693,33549,1122,51,Pasco,Pasco-33549,Lutz,"Land O' Lakes, Lutz",834,Pasco-33549,Lutz,49,49,0.000586488508815819,0.108927577219061
694,33556,1123,29,Hillsborough,Hillsborough-33556,Odessa,"Citrus Park, East Lake, Keystone, Northdale, Odessa, Trinity, Westchase",429,Hillsborough-33556,"Odessa, Tampa",1798,1798,0.00866548903150033,0.446365652265158
695,33556,1124,51,Pasco,Pasco-33556,Odessa,"Keystone, Odessa, Trinity",835,Pasco-33556,"New Port Richey, Odessa",149,149,0.002145985531115,0.329076818942188
696,33558,1126,29,Hillsborough,Hillsborough-33558,Lutz,"Cheval, Citrus Park, Keystone, Lutz, Northdale, Odessa",430,Hillsborough-33558,Lutz,1613,1613,0.00322780286023772,0.330449467812507
697,33558,1127,51,Pasco,Pasco-33558,Lutz,"Keystone, Land O' Lakes, Lutz, Odessa",836,Pasco-33558,Lutz,35,35,0.00155926247498428,0.185693088587501
698,33559,1128,29,Hillsborough,Hillsborough-33559,Lutz,"Tampa, Land O' Lakes, Lutz, University, Wesley Chapel",431,Hillsborough-33559,Lutz,859,859,0.0018252935176406,0.265547594421807
699,33559,1129,51,Pasco,Pasco-33559,Lutz,"Land O' Lakes, Lutz, Wesley Chapel",837,Pasco-33559,Lutz,37,37,0.00122119550019306,0.199342640517673
700,33563,1130,29,Hillsborough,Hillsborough-33563,Plant City,Plant City,432,Hillsborough-33563,Plant City,2246,2246,0.00316056477254278,0.363742129058824
701,33565,1131,29,Hillsborough,Hillsborough-33565,Plant City,"Plant City, Crystal Springs, Thonotosassa",433,Hillsborough-33565,"Plant City, Tampa",1005,1005,0.0193036942541767,1.02827422041247
702,33566,1134,29,Hillsborough,Hillsborough-33566,Plant City,"Lakeland, Plant City, Dover",434,Hillsborough-33566,Plant City,1684,1684,0.00644950309879277,0.634223331569211
703,33567,1135,29,Hillsborough,Hillsborough-33567,Plant City,"Plant City, Fish Hawk",435,Hillsborough-33567,Plant City,842,842,0.0109559137795259,0.549464339854548
704,33569,1136,29,Hillsborough,Hillsborough-33569,Riverview,"Bloomingdale, Fish Hawk, Riverview",436,Hillsborough-33569,"Orlando, Riverview",1685,1685,0.00340785307071201,0.335106513507893
705,33570,1137,29,Hillsborough,Hillsborough-33570,Ruskin,"Apollo Beach, Ruskin, Sun City Center",437,Hillsborough-33570,"Apollo Beach, Maitland, Ruskin",2506,2506,0.0117673500490127,1.85977780993774
706,33572,1140,29,Hillsborough,Hillsborough-33572,Apollo Beach,"Apollo Beach, Gibsonton, Riverview, Ruskin",438,Hillsborough-33572,"Apollo Beach, Apopka, Ruskin",1271,1271,0.00276880243268351,0.792296727450473
707,33573,1141,29,Hillsborough,Hillsborough-33573,Sun City Center,"Apollo Beach, Riverview, Ruskin, Sun City Center",439,Hillsborough-33573,"Ruskin, Sun City Center, Tampa",1660,1660,0.00438005430601152,0.339824505428398
708,33576,1142,51,Pasco,Pasco-33576,San Antonio,"St. Leo, San Antonio, Pasadena Hills",838,Pasco-33576,"Innovation, San Antonio",255,255,0.00483804775899443,0.536639200392085
709,33578,1143,29,Hillsborough,Hillsborough-33578,Riverview,"Apollo Beach, Bloomingdale, Brandon, Gibsonton, Palm River-Clair Mel, Progress Village, Riverview",440,Hillsborough-33578,"Riverview, Tampa",3862,3862,0.00472903570744165,0.58349388117814
710,33579,1144,29,Hillsborough,Hillsborough-33579,Riverview,"Apollo Beach, Balm, Fish Hawk, Riverview",441,Hillsborough-33579,"Riverview, Sun City Center",2548,2548,0.00512249422513378,0.333059662637838
711,33584,1145,29,Hillsborough,Hillsborough-33584,Seffner,"Brandon, East Lake-Orient Park, Mango, Seffner, Thonotosassa",442,Hillsborough-33584,Seffner,1650,1650,0.00495358418015712,0.48362213224106
712,33585,1147,60,Sumter,Sumter-33585,Sumterville,"Bushnell, Wildwood, Coleman, The Villages",1044,Sumter-33585,Sumterville,124,124,0.0108053882820514,0.696069051358285
713,33592,1148,29,Hillsborough,Hillsborough-33592,Thonotosassa,"Tampa, Thonotosassa, Wesley Chapel",443,Hillsborough-33592,"Plant City, Thonotosassa",676,676,0.0120874493350129,0.723210085692459
714,33594,1149,29,Hillsborough,Hillsborough-33594,Valrico,"Brandon, Valrico",444,Hillsborough-33594,"Orlando, Valrico",2115,2115,0.00228243040555753,0.235142795073149
715,33596,1150,29,Hillsborough,Hillsborough-33596,Valrico,"Bloomingdale, Brandon, Fish Hawk, Riverview, Valrico",445,Hillsborough-33596,"Maitland, Orlando, Valrico",1566,1566,0.00344462007387847,0.318575273831953
716,33597,1151,27,Hernando,Hernando-33597,Webster,"Lacoochee, Ridge Manor",400,Hernando-33597,Webster,15,15,0.00894874953542057,0.639148312764343
717,33597,1153,51,Pasco,Pasco-33597,Webster,Lacoochee,839,Pasco-33597,Webster,<5,-2,0.00305876806123706,0.511185981544316
718,33597,1155,60,Sumter,Sumter-33597,Webster,"Center Hill, Bushnell, Webster",1045,Sumter-33597,"Ridge Manor Estates, Webster",352,352,0.039716653960113,1.28736549586594
719,33598,1156,29,Hillsborough,Hillsborough-33598,Wimauma,"Apollo Beach, Balm, Riverview, Ruskin, Sun City Center, Wimauma",446,Hillsborough-33598,Wimauma,2073,2073,0.0205936303575527,0.907330849612932
720,33598,1157,41,Manatee,Manatee-33598,Wimauma,Wimauma,608,Manatee-33598,Wimauma,<5,-2,0.00370125007088973,0.532459428706714
721,33602,1158,29,Hillsborough,Hillsborough-33602,Tampa,Tampa,447,Hillsborough-33602,"Orlando, Tampa, Winter Garden",1725,1725,0.000704130445228657,0.177113313375929
722,33603,1159,29,Hillsborough,Hillsborough-33603,Tampa,"Tampa, Egypt Lake-Leto",448,Hillsborough-33603,"Orlando, Tampa",1537,1537,0.000995957545683268,0.156141436514482
723,33604,1160,29,Hillsborough,Hillsborough-33604,Tampa,"Tampa, Egypt Lake-Leto",449,Hillsborough-33604,"Orlando, Tampa",2658,2658,0.00182547359099772,0.247817477274891
724,33605,1161,29,Hillsborough,Hillsborough-33605,Tampa,Tampa,450,Hillsborough-33605,"Tampa, Ybor City",1453,1453,0.00241900657920269,0.280738457871021
725,33606,1162,29,Hillsborough,Hillsborough-33606,Tampa,Tampa,451,Hillsborough-33606,"Orlando, Tampa, University Of Tampa, Windermere",2261,2261,0.000806936368235256,0.261132429174365
726,33607,1163,29,Hillsborough,Hillsborough-33607,Tampa,Tampa,452,Hillsborough-33607,"Orlando, Rocky Point, Tampa",3206,3206,0.00236432960173261,0.564053118290828
727,33609,1164,29,Hillsborough,Hillsborough-33609,Tampa,Tampa,453,Hillsborough-33609,Tampa,1553,1553,0.00100340969152057,0.255147678594843
728,33610,1165,29,Hillsborough,Hillsborough-33610,Tampa,"Tampa, East Lake-Orient Park, Mango, Thonotosassa",454,Hillsborough-33610,Tampa,3426,3426,0.00452544556287648,0.426491943932967
729,33611,1166,29,Hillsborough,Hillsborough-33611,Tampa,Tampa,455,Hillsborough-33611,"Tampa, University Of Central Fl, University Of Central Florida",2395,2395,0.00157386081400546,0.299310457356375
730,33612,1167,29,Hillsborough,Hillsborough-33612,Tampa,"Tampa, Carrollwood, Lake Magdalene, University",456,Hillsborough-33612,"Maitland, Orlando, Tampa",3442,3442,0.0024469065174344,0.262741351476242
731,33613,1168,29,Hillsborough,Hillsborough-33613,Tampa,"Tampa, Lake Magdalene, Lutz, University",457,Hillsborough-33613,"Orlando, Tampa",3164,3164,0.00181776960903335,0.372622244035237
732,33614,1169,29,Hillsborough,Hillsborough-33614,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Town 'n' Country",458,Hillsborough-33614,"Orlando, Tampa",5481,5481,0.00241104209612786,0.225082137859634
733,33615,1170,29,Hillsborough,Hillsborough-33615,Tampa,"Tampa, Citrus Park, Town 'n' Country",459,Hillsborough-33615,"Rocky Point, Tampa, Town N Country, University Of Central Fl",4456,4456,0.00244553225024902,0.401597284818914
734,33616,1171,29,Hillsborough,Hillsborough-33616,Tampa,Tampa,460,Hillsborough-33616,Tampa,1074,1074,0.000936121512268073,0.312049598485515
735,33617,1172,29,Hillsborough,Hillsborough-33617,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park",461,Hillsborough-33617,"Tampa, Temple Terrace",2740,2740,0.0024545526350721,0.288051024812679
736,33618,1173,29,Hillsborough,Hillsborough-33618,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Lake Magdalene, Lutz, Northdale",462,Hillsborough-33618,"Carrollwood, Tampa",1833,1833,0.00225378527125031,0.332295392087489
737,33619,1174,29,Hillsborough,Hillsborough-33619,Tampa,"Tampa, Brandon, East Lake-Orient Park, Palm River-Clair Mel, Progress Village",463,Hillsborough-33619,"Clair-mel City, Orlando, Tampa",3456,3456,0.00784301135649912,0.62562695966854
738,33620,1175,29,Hillsborough,Hillsborough-33620,Tampa,Tampa,464,Hillsborough-33620,"Tampa, University Of South Florida",357,357,0.000225440489202811,0.0861733579107131
739,33621,1176,29,Hillsborough,Hillsborough-33621,Tampa,Tampa,465,Hillsborough-33621,Tampa,84,84,0.00208985935682904,0.220425883851558
740,33624,1177,29,Hillsborough,Hillsborough-33624,Tampa,"Carrollwood, Citrus Park, Egypt Lake-Leto, Northdale",466,Hillsborough-33624,"Northdale, Orlando, Tampa, University Of Central Fl",2751,2751,0.00230129777264665,0.295710037964976
741,33625,1178,29,Hillsborough,Hillsborough-33625,Tampa,"Carrollwood, Citrus Park, Keystone, Northdale, Town 'n' Country, Westchase",467,Hillsborough-33625,"Carrollwood, Gibsonton, Lutz, Tampa",2210,2210,0.00224201134506075,0.221751949805343
742,33626,1179,29,Hillsborough,Hillsborough-33626,Tampa,"Oldsmar, Citrus Park, East Lake, Keystone, Town 'n' Country, Westchase",468,Hillsborough-33626,"Northdale, Orlando, Tampa, University Of Central Fl, Westchase",1804,1804,0.00312580883246483,0.259778360089343
743,33629,1181,29,Hillsborough,Hillsborough-33629,Tampa,Tampa,469,Hillsborough-33629,"Palma Ceia, Tampa, University Of Central Fl",1913,1913,0.00112392032838216,0.30598731962067
744,33634,1182,29,Hillsborough,Hillsborough-33634,Tampa,"Tampa, Carrollwood, Citrus Park, Egypt Lake-Leto, Town 'n' Country",470,Hillsborough-33634,"Rocky Point, Tampa",2100,2100,0.00206050668225544,0.309062808344415
745,33635,1183,29,Hillsborough,Hillsborough-33635,Tampa,"Oldsmar, Citrus Park, Town 'n' Country, Westchase",471,Hillsborough-33635,Tampa,1217,1217,0.00161943855641766,0.442570794938862
746,33637,1184,29,Hillsborough,Hillsborough-33637,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park, Thonotosassa",472,Hillsborough-33637,"Tampa, Temple Terrace",1102,1102,0.00182969756042439,0.260351334026074
747,33647,1185,29,Hillsborough,Hillsborough-33647,Tampa,"Tampa, Lutz, Pebble Creek, University, Wesley Chapel",473,Hillsborough-33647,"Maitland, Orlando, Tampa, Tampa Palms, Thonotosassa, University Of Central Fl",3472,3472,0.00955228435077515,0.532422602981701
748,33701,1187,52,Pinellas,Pinellas-33701,Saint Petersburg,St. Petersburg,854,Pinellas-33701,Saint Petersburg,1847,1847,0.0006234255979507,0.206210836179878
749,33702,1188,52,Pinellas,Pinellas-33702,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",855,Pinellas-33702,"Lealman, Orlando, Saint Petersburg",1971,1971,0.0024795197352887,0.853885188232675
750,33703,1189,52,Pinellas,Pinellas-33703,Saint Petersburg,"St. Petersburg, Lealman",856,Pinellas-33703,"Orlando, Saint Petersburg",1558,1558,0.00122342594886504,0.52419233613162
751,33704,1190,52,Pinellas,Pinellas-33704,Saint Petersburg,St. Petersburg,857,Pinellas-33704,"Saint Petersburg, University Of Central Florida",896,896,0.000823336765279237,0.300408722169847
752,33705,1191,52,Pinellas,Pinellas-33705,Saint Petersburg,St. Petersburg,858,Pinellas-33705,Saint Petersburg,2473,2473,0.00153688994510048,0.422992099904277
753,33706,1192,52,Pinellas,Pinellas-33706,Saint Petersburg,"Madeira Beach, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg",859,Pinellas-33706,"Pass-a-grille, Pass-a-grille Beach, Saint Pete Beach, Saint Petersburg, Treasure Island",967,967,0.000895113993692576,0.88176949686295
754,33707,1193,52,Pinellas,Pinellas-33707,Saint Petersburg,"Gulfport, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg, Bear Creek",860,Pinellas-33707,"Gulfport, Pasadena, Saint Pete Beach, Saint Petersburg, South Pasadena",1584,1584,0.00128605394320402,0.484527392623651
755,33708,1194,52,Pinellas,Pinellas-33708,Saint Petersburg,"Indian Shores, Madeira Beach, North Redington Beach, Redington Shores, Redington Beach, Seminole, Bay Pines",861,Pinellas-33708,"Johns Pass Village, Madeira Beach, North Redington Beach, Redington Beach, Redington Shores, Saint Petersburg",886,886,0.000997496717218382,0.730110784160048
756,33709,1195,52,Pinellas,Pinellas-33709,Saint Petersburg,"Kenneth City, Pinellas Park, St. Petersburg, Seminole, Lealman, West Lealman",862,Pinellas-33709,"Kenneth City, Orlando, Saint Petersburg",1707,1707,0.00127416417103632,0.221346282045722
757,33710,1196,52,Pinellas,Pinellas-33710,Saint Petersburg,"St. Petersburg, West Lealman",863,Pinellas-33710,"Largo, Saint Petersburg",2191,2191,0.00188537309554704,0.188594850405266
758,33711,1198,52,Pinellas,Pinellas-33711,Saint Petersburg,"Gulfport, St. Petersburg",864,Pinellas-33711,"Gulfport, Saint Petersburg",1449,1449,0.00120331356333736,0.484367841528821
759,33712,1199,52,Pinellas,Pinellas-33712,Saint Petersburg,St. Petersburg,865,Pinellas-33712,Saint Petersburg,2082,2082,0.00155044442135477,0.228751491509229
760,33713,1200,52,Pinellas,Pinellas-33713,Saint Petersburg,"St. Petersburg, Lealman",866,Pinellas-33713,"Orlando, Saint Petersburg",2019,2019,0.00159495533057452,0.165886709466007
761,33714,1201,52,Pinellas,Pinellas-33714,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",867,Pinellas-33714,"Lealman, Saint Petersburg",1152,1152,0.000967834104585563,0.136140140310091
762,33715,1203,52,Pinellas,Pinellas-33715,Saint Petersburg,"St. Pete Beach, St. Petersburg, Tierra Verde",868,Pinellas-33715,"Saint Petersburg, Tierra Verde",426,426,0.00103592826212662,0.917349631911154
763,33716,1204,52,Pinellas,Pinellas-33716,Saint Petersburg,"Pinellas Park, St. Petersburg",869,Pinellas-33716,"Orlando, Saint Petersburg",1440,1440,0.00188900069633746,0.332084654515927
764,33755,1205,52,Pinellas,Pinellas-33755,Clearwater,"Clearwater, Dunedin",870,Pinellas-33755,Clearwater,1928,1928,0.0012331975883626,0.166528448193097
765,33756,1206,52,Pinellas,Pinellas-33756,Clearwater,"Belleair, Belleair Bluffs, Clearwater, Largo",871,Pinellas-33756,"Belleair, Clearwater, Orlando",2961,2961,0.00178178552710051,0.269222883880816
766,33759,1208,52,Pinellas,Pinellas-33759,Clearwater,"Clearwater, Safety Harbor",872,Pinellas-33759,Clearwater,1223,1223,0.00141206561738727,0.347325002629999
767,33760,1209,52,Pinellas,Pinellas-33760,Clearwater,"Clearwater, Pinellas Park, Largo, Feather Sound, South Highpoint",873,Pinellas-33760,"Clearwater, Orlando",1151,1151,0.00135491675405319,0.193040539560818
768,33761,1210,52,Pinellas,Pinellas-33761,Clearwater,"Clearwater, Safety Harbor, Dunedin, Palm Harbor",874,Pinellas-33761,Clearwater,1011,1011,0.00111006946326597,0.135954471491278
769,33762,1211,52,Pinellas,Pinellas-33762,Clearwater,"Pinellas Park, Largo, St. Petersburg, Feather Sound",875,Pinellas-33762,"Clearwater, Orlando",493,493,0.00173851669023861,0.383895646429598
770,33763,1212,52,Pinellas,Pinellas-33763,Clearwater,"Clearwater, Dunedin, Greenbriar",876,Pinellas-33763,Clearwater,960,960,0.000849745025334414,0.168268043585972
771,33764,1213,52,Pinellas,Pinellas-33764,Clearwater,"Clearwater, Largo, South Highpoint",877,Pinellas-33764,"Clearwater, Orlando",1752,1752,0.0016908129807689,0.350824805367053
772,33765,1214,52,Pinellas,Pinellas-33765,Clearwater,Clearwater,878,Pinellas-33765,Clearwater,1058,1058,0.000980829393029126,0.138171176709612
773,33767,1215,52,Pinellas,Pinellas-33767,Clearwater Beach,"Clearwater, Dunedin",879,Pinellas-33767,"Clearwater, Clearwater Beach",542,542,0.000492120988155875,0.505164410458293
774,33770,1216,52,Pinellas,Pinellas-33770,Largo,"Belleair, Belleair Bluffs, Largo, Harbor Bluffs, Ridgecrest",880,Pinellas-33770,"Belleair Bluffs, Largo",1525,1525,0.00119754755769463,0.270170392300909
775,33771,1217,52,Pinellas,Pinellas-33771,Largo,"Pinellas Park, Largo",881,Pinellas-33771,Largo,1881,1881,0.00137713884691948,0.22680440723006
776,33772,1218,52,Pinellas,Pinellas-33772,Seminole,"Seminole, Bay Pines",882,Pinellas-33772,"Seminole, University Of Central Florida",1428,1428,0.00133634917324343,0.207969236698612
777,33773,1219,52,Pinellas,Pinellas-33773,Largo,"Pinellas Park, Largo, Bardmoor",883,Pinellas-33773,Largo,1293,1293,0.00154925384276794,0.203289849056466
778,33774,1220,52,Pinellas,Pinellas-33774,Largo,"Indian Rocks Beach, Indian Shores, Largo, Seminole, Harbor Bluffs, Ridgecrest",884,Pinellas-33774,"Largo, Orlando",1100,1100,0.00120430738547839,0.189767834086654
779,33776,1221,52,Pinellas,Pinellas-33776,Seminole,"Indian Shores, Redington Shores, Seminole",885,Pinellas-33776,"Largo, Seminole",787,787,0.000890619048050212,0.181839101540559
780,33777,1222,52,Pinellas,Pinellas-33777,Seminole,"Pinellas Park, Seminole, Bardmoor",886,Pinellas-33777,"Largo, Seminole",1263,1263,0.00138951244298369,0.212584350697034
781,33778,1223,52,Pinellas,Pinellas-33778,Largo,"Largo, Seminole, Ridgecrest",887,Pinellas-33778,"Largo, Seminole",1004,1004,0.000822745776531519,0.164136880846172
782,33781,1224,52,Pinellas,Pinellas-33781,Pinellas Park,"Pinellas Park, Bardmoor, Lealman, West Lealman",888,Pinellas-33781,Pinellas Park,1678,1678,0.00154055198845526,0.231944781622422
783,33782,1225,52,Pinellas,Pinellas-33782,Pinellas Park,"Pinellas Park, St. Petersburg, Bardmoor",889,Pinellas-33782,"Orlando, Pinellas Park",1490,1490,0.00139590805451917,0.232136773381
784,33785,1226,52,Pinellas,Pinellas-33785,Indian Rocks Beach,"Belleair Beach, Belleair Shore, Indian Rocks Beach, Indian Shores, Largo",890,Pinellas-33785,"Indian Rock Beach, Indian Rocks Beach, Indian Shores",298,298,0.000327836975202445,0.306355337414093
785,33786,1227,52,Pinellas,Pinellas-33786,Belleair Beach,"Belleair Beach, Belleair Shore, Clearwater, Indian Rocks Beach",891,Pinellas-33786,Belleair Beach,100,100,0.000127410076402157,0.151415724060785
786,33801,1228,53,Polk,Polk-33801,Lakeland,"Lakeland, Combee Settlement, Crystal Lake, Fussels Corner",902,Polk-33801,"Lakeland, Orlando, Thorofare",2204,2204,0.00454300235264782,0.365500152429358
787,33803,1229,53,Polk,Polk-33803,Lakeland,"Lakeland, Highland City",903,Polk-33803,Lakeland,1881,1881,0.00355209435815596,0.429764214475859
788,33805,1230,53,Polk,Polk-33805,Lakeland,"Lakeland, Combee Settlement",904,Polk-33805,"Gibsonia, Lakeland, Orlando, Syracuse",2457,2457,0.00514155334826683,0.428010000609212
789,33809,1232,53,Polk,Polk-33809,Lakeland,"Lakeland, Polk City",905,Polk-33809,Lakeland,2285,2285,0.0218492943906767,0.871790143507376
790,33810,1234,29,Hillsborough,Hillsborough-33810,Lakeland,"Lakeland, Kathleen",474,Hillsborough-33810,Lakeland,<5,-2,0.00277538499631191,0.355467503727602
791,33810,1235,53,Polk,Polk-33810,Lakeland,"Lakeland, Kathleen",906,Polk-33810,Lakeland,3602,3602,0.0108522899008676,0.500427299161121
792,33811,1237,53,Polk,Polk-33811,Lakeland,"Lakeland, Plant City, Fuller Heights, Medulla, Willow Oak",907,Polk-33811,Lakeland,1728,1728,0.00664598429511898,0.322255465912346
793,33812,1238,53,Polk,Polk-33812,Lakeland,"Lakeland, Highland City, Lakeland Highlands",908,Polk-33812,Lakeland,1075,1075,0.00288669855785884,0.280830459086335
794,33813,1239,53,Polk,Polk-33813,Lakeland,"Lakeland, Bartow, Mulberry, Highland City, Lakeland Highlands, Medulla",909,Polk-33813,Lakeland,2605,2605,0.00688568929649591,0.544788416482819
795,33815,1241,53,Polk,Polk-33815,Lakeland,"Lakeland, Plant City",910,Polk-33815,"Lakeland, Windermere",1101,1101,0.00186730920495393,0.284357028703148
796,33823,1242,53,Polk,Polk-33823,Auburndale,"Lakeland, Lake Alfred, Winter Haven, Auburndale, Fussels Corner, Inwood, Jan Phyl Village",911,Polk-33823,"Auburndale, Aurburndale, Maitland, Orlando",2427,2427,0.0124370498817825,0.605990939623975
797,33825,1243,25,Hardee,Hardee-33825,Avon Park,Avon Park,390,Hardee-33825,,0,0,0.00198048673064477,0.251073554882634
798,33825,1244,28,Highlands,Highlands-33825,Avon Park,Avon Park,411,Highlands-33825,Avon Park,1773,1773,0.0423127230278624,1.19132194585567
799,33825,1246,53,Polk,Polk-33825,Avon Park,Frostproof,912,Polk-33825,Avon Park,72,72,0.00141272119026326,0.500842112818147
800,33827,1247,53,Polk,Polk-33827,Babson Park,"Frostproof, Hillcrest Heights, Babson Park",913,Polk-33827,Babson Park,171,171,0.00437914345548052,0.490989030934006
801,33830,1248,53,Polk,Polk-33830,Bartow,"Bartow, Fort Meade, Mulberry, Eagle Lake, Winter Haven, Alturas, Highland City, Homeland",914,Polk-33830,"Bartow, Lakeland",2600,2600,0.0368543318363663,1.37066426869267
802,33834,1249,25,Hardee,Hardee-33834,Bowling Green,"Bowling Green, Fort Green, Fort Green Springs",391,Hardee-33834,Bowling Green,644,644,0.0176204526462698,0.894320761347478
803,33834,1252,53,Polk,Polk-33834,Bowling Green,Bowling Green,915,Polk-33834,Bowling Green,<5,-2,0.0109971344154474,1.05453054076789
804,33837,1254,53,Polk,Polk-33837,Davenport,"Haines City, Davenport, Loughman, Poinciana",916,Polk-33837,"Davenport, Eatonville, Maitland, Orlando",3034,3034,0.0154848756856154,0.699420785380169
805,33838,1255,53,Polk,Polk-33838,Dundee,"Dundee, Lake Hamilton, Winter Haven, Waverly",917,Polk-33838,"Davenport, Dundee",390,390,0.00176941333097602,0.328485667495325
806,33839,1256,53,Polk,Polk-33839,Eagle Lake,"Eagle Lake, Winter Haven, Wahneta",918,Polk-33839,Eagle Lake,351,351,0.000805167210501168,0.189471964258369
807,33841,1259,53,Polk,Polk-33841,Fort Meade,"Bartow, Fort Meade, Alturas, Bradley Junction, Brewster",919,Polk-33841,Fort Meade,717,717,0.0461532728313614,1.40122611900562
808,33843,1262,53,Polk,Polk-33843,Frostproof,Frostproof,920,Polk-33843,"Frostproof, Orlando",862,862,0.063031235155222,1.77961307592374
809,33844,1264,53,Polk,Polk-33844,Haines City,"Dundee, Lake Alfred, Lake Hamilton, Winter Haven, Haines City, Davenport, Grenelefe, Poinciana",921,Polk-33844,"Haines City, Orlando",3843,3843,0.0246337432554355,1.41669384752798
810,33849,1267,53,Polk,Polk-33849,Kathleen,Kathleen,922,Polk-33849,Kathleen,76,76,0.00614282248898235,0.329354115212305
811,33850,1268,53,Polk,Polk-33850,Lake Alfred,"Lake Alfred, Winter Haven, Auburndale",923,Polk-33850,Lake Alfred,606,606,0.00482597759469172,0.478281827850998
812,33852,1272,28,Highlands,Highlands-33852,Lake Placid,Lake Placid,412,Highlands-33852,Lake Placid,1288,1288,0.0764948124042348,1.98522259651246
813,33853,1273,53,Polk,Polk-33853,Lake Wales,Lake Wales,924,Polk-33853,"Lake Wales, Orlando",933,933,0.00220162835330484,0.249331689248279
814,33854,1274,53,Polk,Polk-33854,Lakeshore,Lakeshore,925,Polk-33854,"Lake Wales, Lakeshore",29,29,4.06370775181131E-05,0.0233827481854701
815,33855,1275,53,Polk,Polk-33855,Indian Lake Estates,Indian Lake Estates,926,Polk-33855,Indian Lake Estates,25,25,0.00243918617502459,0.225509032575277
816,33856,1276,53,Polk,Polk-33856,Nalcrest,Nalcrest,927,Polk-33856,"Lake Wales, Nalcrest",20,20,3.91416342608863E-05,0.0302211598312252
817,33857,1278,28,Highlands,Highlands-33857,Lorida,Lorida,413,Highlands-33857,Lorida,80,80,0.0445167158229651,1.83662691067988
818,33859,1280,53,Polk,Polk-33859,Lake Wales,"Lake Wales, Dundee, Winter Haven, Highland Park, Alturas, Crooked Lake Park, Waverly",928,Polk-33859,"Lake Wales, Winter Park",556,556,0.0135920368390998,1.11276720205209
819,33860,1282,53,Polk,Polk-33860,Mulberry,"Mulberry, Bradley Junction, Brewster, Fuller Heights, Lakeland Highlands, Medulla, Willow Oak",929,Polk-33860,Mulberry,1784,1784,0.0219265584532877,0.964772910770113
820,33865,1284,25,Hardee,Hardee-33865,Ona,"Limestone, Ona",392,Hardee-33865,Ona,51,51,0.0400831485801518,1.00352626184286
821,33867,1287,53,Polk,Polk-33867,River Ranch,River Ranch,930,Polk-33867,"Lake Wales, River Ranch",6,6,0.000650660745804998,0.113917825242177
822,33868,1289,53,Polk,Polk-33868,Polk City,"Lakeland, Lake Alfred, Polk City, Auburndale",931,Polk-33868,Polk City,841,841,0.0414417383524324,1.15624833799918
823,33870,1291,28,Highlands,Highlands-33870,Sebring,Sebring,414,Highlands-33870,Sebring,1910,1910,0.0183314836217505,1.11288544813978
824,33872,1293,28,Highlands,Highlands-33872,Sebring,Sebring,415,Highlands-33872,Sebring,898,898,0.00546429039718532,0.420525489993891
825,33873,1294,25,Hardee,Hardee-33873,Wauchula,"Zolfo Springs, Wauchula, Fort Green Springs, Lemon Grove, Ona",393,Hardee-33873,Wauchula,1589,1589,0.0335415369461316,1.31073928373371
